title,author,country,n_pos_sents,n_neg_sents,n_neu_sents
,bwgirl,US,2,2,4
Coronavirus: WHO declares global virus emergency as death toll hits 213 - Times of India,indiatimes.com,IN,12,16,13
Brexit a 'step backwards' and Canada's coronavirus plans; In The News for Jan. 31,Canadian Press,US,10,41,19
Pharmacy best for mask distribution,bwhp,AU,1,1,0
6.000 pasajeros están siendo retenidos en el crucero Costa en Italia por posibles casos de coronavirus,Héctor Azaña Dominguez,US,0,0,10
The operator of the downed helicopter that Kobe Bryant and 8 others died in is suspending operations for an undisclosed amount of time,,HU,0,3,1
"Santander's Botin on Capital Levels, Profitability, U.S. Growth - Video - BNN",,CA,0,1,1
How investors should react to volatility and the coronavirus - Video - BNN,,CA,0,1,1
Business Live: Economic survey likely to forecast 2020/21 growth at 6%-6.5%,The Hindu Net Desk,IN,20,100,64
Not our type,,IN,2,13,12
Commerce secretary: China virus could bring jobs back to U.S.,PAUL WISEMAN - Associated Press,US,7,16,10
Hundreds of travellers line streets for funeral of dad-of-12 horse trainer who had 140 grandkids,Thomas Burrows,GB,4,9,4
Here's how you can rent a private island in the Maldives – for a good cause,,FR,2,4,2
"China’s Virus Crisis Hands Initiative to Video Streamers, Games Firms – Variety",Patrick Frater,US,6,21,11
Podiatrists ‘uncomfortable’ with coronavirus exposure,,AU,2,20,3
Coronavirus: What will happen to the British people being quarantined?,,GB,2,15,4
Coronavirus: Worldwide cases surpass Sars outbreak in 2003,BBC News,ZA,7,23,8
"Wary of irking China, Trump offers rosy take on virus threat","DARLENE SUPERVILLE, AAMER MADHANI",US,10,19,7
Korea confirms seventh new coronavirus case,,US,4,3,6
"B.C. coronavirus testing continues, still only one confirmed case",Tom Fletcher,US,3,15,2
What we know about the newly appointed deputy public protector,,US,5,7,10
Japan urges citizens not to travel to China because of virus,"Mari Yamaguchi, The Associated Press",US,1,5,6
U.S. Warns Americans 'Do Not Travel To China' As Coronavirus Infections Surpass SARS,Bill Chappell,US,3,19,16
Coronavirus fears haunt Vietnam and Myanmar border towns - Nikkei Asian Review,,IE,17,24,16
Wuhan Novel Coronavirus updated alert,welbournes,GB,2,3,7
"‘The Crown’ Has Cast Imelda Stanton, Its New Queen Elizabeth",The Cut,US,13,12,24
,Joe Low,US,2,4,4
Thousands on virus lockdown at China-backed plant in Indonesia,sg.news.yahoo.com,US,2,9,2
POLITIQUE DU CORONAVIRUS - l'information nationaliste,,FR,2,0,12
Vaxart Announces Initiation of Coronavirus Vaccine Program Oral Vaccines based on Proprietary VAAST™ Platform Offer Potential Key Advantages in Global Quest to Develop Coronavirus Vaccine,biospace.com,US,3,14,10
Tokyo Olympic organizers try to dampen cancellation rumors,wtopstaff,US,7,12,12
"Gov’t checks nCoV spread, assures assistance for Taal",mb.com.ph,PH,8,10,12
How well new China virus spreads is focus of control efforts,The Associated Press,US,14,25,18
UK Government in talks with Chinese to return British nationals from coronavirus-struck Wuhan - The Scotsman,Scotsman Reporter,GB,1,14,7
U.S. Warns Americans 'Do Not Travel To China' As Coronavirus Infections Surpass SARS,Bill Chappell,US,4,13,14
Exxon profit slips in the fourth quarter on weak margins,"Cathy Bussewitz, Ap Business Writer",US,4,8,14
Fires and virus could drive nation into recession,Shane Wright,AU,2,31,6
"American, Delta Drop Flights to Mainland China After State Department Issues Guidance",,GB,3,8,4
"Chinese tourists cancel trips to Canadian hotspots such as Banff, Yellowknife",The Canadian Press,US,1,16,6
French Economy Shrinks for First Time in Macron’s Presidency,,GB,8,12,12
Coronavirus Info,"The Conversation Catharine Paules Associate professor of medicine, infectious diseases at Penn State University",US,2,12,11
Economic slowdown bottomed out uptick from here onwards CEA - The Week,,IN,1,18,4
Skuld Hong Kong staff working from home,,NO,0,2,0
WATCH: WHO declares global health emergency over coronavirus,Caxton Central,ZA,1,3,0
"Fed's Clarida: U.S. economy in good place, coronavirus a ""wildcard"" | MarketScreener",MarketScreener,FR,1,16,2
South Korean evacuees from Wuhan welcomed to quarantine centres - SWI swissinfo.ch,Swi Swissinfo.Ch,CH,2,14,5
BC Ferries takes extra measures to clean vessels following Vancouver coronavirus case,Wire Service,CA,2,9,1
BC Ferries takes extra measures to clean vessels following Vancouver coronavirus case,Nicole Crescenzi,US,2,9,1
American evacuated from China still wary of deadly virus,,US,8,26,12
"General : 40 Malaysian students have returned home from China, says Wisma Putra",,MY,1,4,1
U.S. Stocks Drop on Economic Growth Concerns,MarketScreener,FR,14,17,15
New coronavirus study places incubation period at around 5 days,,PK,3,9,2
No Masking The Best Way To Avoid The Scary Coronavirus: Wash Your Hands,"Elisabeth Rosenthal, Kaiser Health News",US,18,33,12
"Coronavirus scare - what we know, the symptoms and should you be concerned?","editorial@examiner.co.uk (Wayne Ankers, Neil Shaw)",GB,4,29,15
World Health Organization declares coronavirus a 'public health emergency of international concern',,US,0,1,0
"Europe evacuates citizens from China, Russia shuts border","Barry Hatton, The Associated Press",US,5,13,5
Facebook fights spread of misinformation about virus online,battlefordsnow.com,CA,1,12,7
Italian Council of Ministers declares state of emergency due to coronavirus health risk - World News !,,GA,0,0,1
News Highlights: Top Global Markets News of the Day,MarketScreener,FR,0,5,5
NanoViricides Confirms It Has Been Working On A,Accesswire,US,11,28,30
"Australia Central Bank to Hold Interest Rate in February, Next Cut Seen in April: Reuters Poll",,US,0,8,14
U of T bookstore removes face-masks from shelves amidst student backlash,Kathryn Mannie,CA,2,10,2
Marcial gets three-year extension as PBA chief | Inquirer Sports,inquirer.net,US,6,5,3
China Coronavirus Death Toll Climbs - Video - BNN,,CA,0,1,1
China virus death toll tops 200 as WHO declares global emergency,jeerapas@thaipbs.or.th,US,2,12,6
World Expeditions cancels trips imminently departing to China,Norma Santoro,CA,1,5,3
WHO Declares Coronavirus A Global Public Health Emergency,Nationwide Newsnet,US,1,5,1
First U.S. Case Person-To-Person Transmission Of Coronavirus Announced,Richard Harris,US,1,0,2
"195 people evacuated from Wuhan to be quarantined in California for 2 weeks, CDC says",: Scripps National,US,2,3,6
Facebook working to provide helpful coronavirus information,News Staff,CA,1,5,0
Cotton steps away from trial to deal with China virus,,US,7,13,16
Real coronavirus death toll may NEVER be discovered as China ‘burns bodies to hide true scale’,Christy Cooney,GB,4,12,10
You can buy a flight from Hong Kong to New York for $201. The catch? You have to stop in Wuhan for 6 hours.,Will Martin,US,4,12,10
"US pilots, cabin crew demand China flights halt on virus fears",,IE,1,17,6
Lizzie Marvelly: Coronavirus outbreak no excuse for racism,newsfeeds@nzherald.co.nz,NZ,11,24,6
BC Ferries takes extra measures to clean vessels following Vancouver coronavirus case,Nicole Crescenzi,US,3,8,1
UK confirms first coronavirus case,,MY,1,10,3
Army veteran took his own life after struggling to adjust to civilian life,"mirrornews@mirror.co.uk (Barnabas Stephenson, Lucy Skoulding)",GB,7,19,10
Brown won't let students go to China to study because of coronavirus,Linda Borg,US,0,4,2
First Canadian novel coronavirus patient discharged from hospital,Canadian Press,US,1,10,1
"I’m sick. Is it a cold, flu or the new coronavirus?",Lisa Krieger,US,6,5,9
"Coronavirus has now infected almost 10,000, including three in Canada",The Canadian Press,US,1,7,0
Readers’ Letters | Coronavirus is an existential threat,CSB/SJU Record,US,3,11,3
Wizz Air CEO Sees Aviation's Virus Disruption Limited to 3 or 4 Months - Video - BNN,,CA,0,1,1
"San Francisco Chronicle - Bay Area news, sports, tech, food - San Francisco Chronicle",drugpolicycentral.com,CA,7,8,12
,MC2,US,0,0,2
Financial hit looms as businesses feel their dependence on China,,IN,0,1,0
US advises against travel to China; virus declared emergency,mainichi.jp,JP,6,22,16
Coronavirus Has Now Spread To All Regions Of Mainland China,NPRFeed,US,2,21,7
"Coronavirus Outbreak May Peak in 10 Days, Chinese Expert Says",laht.com,US,2,9,2
Chinese New Year entering the year of the Rat amid the coronavirus crisis,DW,MY,13,13,13
China death toll from virus rises to 213,news.com.au,AU,0,1,1
Thousands on virus lockdown at China-backed plant in Indonesia | AFP | Die Pos,,ZA,1,9,3
The Book Of Leviticus Fore Told The Coronavirus – Top Clergy Claims,----,US,2,7,2
"Delta, American, and Several Other Airlines Worldwide Suspend Flights To and From China Amid Coronavirus Fears",msmash,US,0,2,0
Rupee rises 17 paise ahead of Economic Survey,PTI,IN,4,0,5
"7,771 Known Coronavirus Cases in China by Thursday Morning",,IN,2,7,6
"PRECIOUS-Gold gains on epidemic fears, eyes best month in five By Reuters",investing.com,AU,5,9,5
"Sensex Closes 190 Points Lower Ahead Of Budget, Metal And Pharma Stocks Drag - Business World",Business World,IN,0,3,9
Vegas medical store sells 250K face masks amid coronavirus outbreak,,IE,6,9,6
First Canadian coronavirus patient discharged from hospital,The Canadian Press,US,0,8,2
"India forecasts faster economic growth, warns of fiscal challenge | News | WTAQ",Midwest Communications Inc.,US,5,12,12
"34 airlines have canceled flights to China amid coronavirus fears — here's the full list, Business Insider - Business Insider Singapore",Thomas Pallini,US,11,42,40
Coronavirus ‘Accelerating’ Drops in Mortgage Rates,Mike Albanese,US,2,11,3
Will a Face Mask Protect You From Coronavirus?,Weekly Sauce,US,5,13,18
"China reports new cases, deaths as virus declared emergency",,GB,2,10,6
"Tata Motors reports Q3 net profit of Rs1,756 crore - domain-b.com",,IN,8,16,6
China's factory activity stalls as virus risks grow | MarketScreener,www.4-traders.com,FR,8,16,4
Coronavirus Outbreak: Nigerian Government Shuts Down Chinese Supermarket In Abuja,Wires Editor | The Trent,US,6,6,11
Got an email about the Wuhan coronavirus? It could be a computer virus,,SG,2,11,2
"US advises no travel to China, where virus deaths top 200","Ken Moritsugu, The Associated Press",CA,13,22,15
"Kerala Coronavirus Patient Moved to Thrissur Medical College, Health Minister Says She's Stable",,IN,7,1,1
"A epidemia chinesa vai continuar, pelo menos, até… ao Verão!",IntelNomics,PT,2,0,4
UN agency declares global emergency over virus from China (World),The Canadian Press,CA,2,7,5
The Latest: Singapore to bar all visitors from China,Associated Press,SO,4,27,26
"Coronavirus has now infected almost 10,000, including three in Canada",The Canadian Press,US,1,7,0
China to step up fight against new coronavirus together with WHO,,RU,5,6,2
,P3SK-O,PH,0,1,0
"Horoscope Today, January 31, 2020: Aries, Taurus, Gemini, Pisces, Scorpio, Virgo, Aquarius — check astrological prediction | Horoscope",indianexpress.com,IN,3,28,8
[Watch] Cruise Collides With Pier,mfame editor,US,1,6,6
"Man with coronavirus was in Cleveland, but not infectious, officials say",SEAN MCDONNELL Akron Beacon Journal,US,2,10,2
Photos: Fashion Show in Madhapur,gpriyanka,US,0,1,0
EgyptAir suspends flights to China starting 1 February as coronavirus spreads,Mohamed Samir,AE,0,5,7
B.C. mom says parents pressured her to keep child at home due to coronavirus fears,Matthew Claxton,US,1,13,1
Four Patients Being Treated for Flu Virus at Tbilisi Infections Clinic - Georgia Today on the Web,,GE,0,6,3
"U.S. rig count trimmed by 4 in Baker Hughes survey - The United States Oil ETF, LP (NYSEARCA:USO) | Seeking Alpha",SA Editor Carl Surran,US,2,2,0
"Duterte orders travel ban on Chinese nationals from Hubei province, nCoV’s epicenter",Samuel P. Medenilla,PH,0,19,5
Sport24.co.za | McDowell hit with Saudi slow play warning after giving TV interview,,ZA,11,14,6
Sport24.co.za | No need for Liverpool to be busy in January window - Klopp,,ZA,5,20,2
"Coronavirus: Chinese students and tourists buy 12,000 face masks in Edinburgh pharmacy to send home to families",jamie mckenzie,GB,4,15,4
Japan urges citizens not to travel to China because of virus,"Mari Yamaguchi, The Associated Press",US,1,5,6
Europeans expect to feel like foreigners in a post-Brexit London,businesslive.co.za,ZA,12,37,23
Americans living at the epicenter of the Wuhan coronavirus outbreak aren't mad at China — they're outraged with the US: 'Why aren't the embassies calling us?',Paulina Cachero (pcachero@businessinsider.com),US,6,41,12
Here’s How Coronavirus Spreads on a Plane—and the Safest Place to Sit,NGT Staff,IN,6,53,25
"B.C. coronavirus testing continues, still only one confirmed case",Tom Fletcher,US,5,16,2
Why the Flu Is a Bigger Threat to the U.S. Than Coronavirus,Cecelia Smith-Schoenwalder,US,6,9,5
Swedish health authority says woman is confirmed to have coronavirus,MarketScreener,FR,3,4,2
A deadly virus is spreading from state to state and has infected 15 million Americans so far. It's influenza,,US,13,50,12
Liberian Students Stranded in China,allafrica.com,NG,3,29,11
,jb,PH,1,3,2
"ONE: Lito Adiwang still on a roll, submits Thai in 1st round Sports",inquirer.net,PH,0,5,3
(Update) Japan to Bar Foreigners with Recent Stays in Hubei,jiji.com,JP,0,4,2
Australian miner Fortescue Metals Group says the coronavirus,hellenicshippingnews.,US,5,13,5
"Oil bounces, but on track for worst month since May as coronavirus worries stoke demand fears",William Watts,US,2,12,9
Two people in Oklahoma under investigation test negative for coronavirus,,US,3,10,7
,WayTruthLifeJesus,US,3,4,5
Major U.S. airlines cancel China flights as government takes action,,US,2,9,5
BRENT Analysis: US crude inventory build bearish for BRENT,contributors,US,8,11,13
U.S. Stocks May Move Back To The Downside After Yesterday,rttnews.com,US,0,7,4
Wars and viruses: Are robots less prone to market panic? | Reuters | Business | SaltWire,Saikat Chatterjee,CA,6,28,15
"Forty Years Ago, January 31, 1980: CBI officials protest",,IN,3,10,8
,jordanminn,US,0,1,0
Coronavirus Quarantines Begin in America as CDC Holds 195 Americans for Two Weeks,Mike Adams,US,12,12,6
Coronavirus Impact,Berjeadmin,US,5,1,7
Sanidad aísla en La Gomera a cinco alemanes que tuvieron contacto con un portador de coronavirus,abc.es,ES,0,0,1
U.S. reports its first case of person-to-person coronavirus spread,Reuters,US,2,6,5
York tourism operators urged to raise coronovirus concerns with Government,,GB,5,15,12
A Disabled Kid in China Died After His Caregivers Were Quarantined Elsewhere,Sabrina Chua,SG,6,17,9
Design Shanghai | Announces 2020 Fair Postponed,Sarah,US,2,3,2
LPGA cancels China event over coronavirus concerns,AFP,MY,1,6,0
Klobuchar's plan for outbreak response,Special to the Globe Gazette,US,0,2,2
"U.S. To Americans: 'Do Not Travel To China,' As Coronavirus Infections Surpass SARS",Bill Chappell,US,4,13,14
Coronavirus-hit girl better; report if you have returned from China: Govt,,IN,4,11,3
"American Airlines, Delta and United suspend most US to China flights amid coronavirus outbreak - CNN",Jordan Valinsky,US,2,9,10
"Chicago woman infects husband with coronavirus, first human-to-human spread in US | PAhomepage.com",,US,5,4,4
Two members of the same family test positive for coronavirus in England,,GB,1,5,1
Sold-Out Coronavirus N95 Face Masks Offer a Lesson in Price Gouging Bloomberg,Bloomberg News,CA,10,24,18
"In A Powerful Episode Of The Magicians, Eliot And Alice Try To Pick Up The 'Beautiful Pieces'",Beth Elderkin,AU,22,33,11
Tesla’s Shanghai Factory Temporarily Shut Down over Coronavirus Concerns,,US,2,10,2
NKU takes precautions against Coronavirus,"Rachel Smith, Assistant News Editor",US,0,8,5
